URLLength,Domain,DomainLength,IsDomainIP,TLD,TLDLength,NoOfSubDomain,HasObfuscation,NoOfLettersInURL,NoOfDegitsInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,URLTitleMatchScore,IsResponsive,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasHiddenFields,Bank,Pay,Crypto,label
21,qvmq25suc5qu.biz,20,0,,2,1,0,25,0,0,0,0,1,1,2,153769,0,87,0,1,3,0,0,1,0,1,0,0,0
31,bdzjt4kj37.com,16,0,,2,2,0,15,0,0,0,0,1,1,4565,23,0,80,0,0,0,7,0,1,0,0,1,0,1
35,skgxt15i7lyl11e.biz,17,0,,2,0,0,8,0,0,0,0,1,0,495,23,1,79,0,0,0,0,0,1,1,0,1,0,1
55,gb14g.org,18,0,,2,0,0,33,10,1,0,0,1,1,4387,23,1,93,0,0,2,0,1,1,0,0,0,0,1
58,lr7jp7zd4x.net,13,0,,3,0,0,33,0,0,0,0,3,1,1731,97129,1,66,0,0,0,7,0,1,0,0,0,0,1
81,1x8689.xyz,22,0,,2,0,0,9,6,0,0,0,4,1,2,23,1,92,1,1,1,7,0,1,1,0,0,0,1
19,14zl0uhc.xyz,24,0,,3,0,0,27,0,0,0,0,1,0,524,23,1,2,1,1,1,10,0,1,1,0,0,0,1
33,pnwv1aido5ihp.net,20,0,,2,1,0,19,3,0,0,0,2,1,3182,415815,1,17,1,1,2,3,0,1,0,0,0,0,1
24,k8dbsm.xyz,25,0,,2,1,0,37,0,0,0,0,1,1,1364,23,1,76,1,0,1,6,0,1,0,0,0,0,0
14,5wuuui.net,14,0,,3,1,0,0,6,0,0,0,5,1,1838,188194,1,61,1,1,3,3,0,1,0,1,0,0,0
23,xk1mlj25.xyz,14,0,,3,0,0,13,0,0,0,0,3,1,2510,23,1,0,0,1,0,0,1,0,1,0,0,0,0
46,wtiulxqd58y3z4.info,39,0,,2,0,0,29,7,0,0,0,1,1,2587,23,0,72,1,1,0,7,0,1,1,0,1,0,1
38,ctlehm.org,24,0,,3,0,0,24,4,0,0,0,1,1,9643,96808,1,65,1,0,5,9,0,0,0,0,1,0,1
83,haru6xuzcs1o.com,19,0,,3,0,0,40,12,0,0,0,7,1,768,23,1,100,1,0,2,4,0,0,0,0,0,0,1
41,4ousfw46.biz,5,0,,2,1,0,43,12,0,0,0,1,1,2272,23,0,100,0,1,2,0,0,0,1,0,0,0,1
14,2ccnhez33bzax.com,15,0,,2,1,0,22,19,0,0,0,1,1,2,86952,0,89,0,1,0,0,0,1,1,0,1,0,1
17,uy5sw.biz,30,0,,2,0,0,0,0,0,0,0,1,1,3398,23,1,100,1,0,3,2,1,1,0,1,0,0,1
14,z01icd.xyz,20,0,,3,0,0,42,7,0,0,0,2,1,2,23,1,59,1,0,1,1,0,0,0,1,1,0,0
14,oeskkkn0yyfrol.biz,17,0,,2,0,0,0,14,0,0,0,1,0,2,23726,1,44,0,0,0,3,0,0,1,1,0,0,1
32,avpfxei5sl.info,28,0,,2,0,0,77,0,0,0,0,1,1,3974,23,1,64,1,1,1,0,1,0,1,0,0,0,0
60,69ohabqujnln3.biz,38,0,,2,1,0,0,0,0,0,0,4,1,2109,156796,1,0,1,0,3,0,0,0,1,0,0,0,1
64,nqj8165ujh493.xyz,11,0,,2,2,0,0,0,0,0,0,2,1,2895,246984,1,12,1,1,3,0,0,0,0,0,0,0,1
14,5j02n.info,24,0,,2,1,0,6,6,0,0,0,6,1,4261,144508,1,61,1,0,0,0,0,1,0,0,1,0,1
49,dil5q8kzpi26kw3.biz,31,0,,2,0,0,45,0,0,0,1,3,1,6556,171592,1,26,1,0,0,0,0,0,1,0,1,0,1
32,647andrc.net,15,0,,2,2,0,25,0,0,0,0,8,1,1542,524672,1,39,1,1,0,1,0,1,0,0,0,0,0
23,mdl61acx9.xyz,9,0,,3,0,0,35,0,0,0,0,1,1,2,100668,1,40,1,0,1,0,0,1,0,0,1,0,1
14,alyla.biz,10,0,,2,1,0,0,1,0,0,0,3,0,2764,23,0,100,1,0,0,2,0,0,0,0,0,0,0
14,17arspc6jm7.org,5,0,,2,0,0,5,1,1,0,0,4,1,2977,135251,1,0,1,1,0,3,0,0,0,0,0,0,0
17,h2quylti.biz,27,0,,3,0,0,0,0,0,0,0,3,1,5527,23,1,18,1,1,0,3,0,0,0,0,1,0,1
70,ch66ynl1v.com,14,0,,3,1,0,2,5,0,0,0,5,0,1003,20169,1,44,1,1,2,10,0,1,0,1,0,1,1
66,pfqi1d6.info,31,0,,2,1,0,46,5,0,0,0,2,1,2,23,1,100,1,1,0,0,0,0,0,0,0,0,1
63,3kt44.org,24,0,,2,1,0,75,8,0,0,1,1,1,6068,77653,1,54,0,0,1,3,0,1,0,0,0,0,1
14,ghk40oqinpdeg.org,8,0,,3,1,0,0,0,0,0,0,4,1,3919,166996,1,5,0,0,0,8,0,1,0,0,1,0,0
77,zumojlgfzyng.xyz,29,0,,3,1,0,68,5,0,0,0,3,1,2,173518,0,100,1,0,0,0,0,0,0,0,0,0,1
45,aoada7.net,37,0,,3,1,0,16,6,0,0,0,2,0,944,301671,1,0,0,0,0,6,0,1,1,0,0,0,1
64,7dnhfr3f5.com,10,0,,3,1,0,61,1,0,0,0,8,1,5781,135704,1,43,1,0,0,1,0,0,1,0,0,0,1
29,5njgk8dqhi2osag.com,7,0,,2,1,0,46,7,0,0,0,4,1,2155,23,1,16,0,0,0,3,0,0,0,0,0,0,0
41,gkaph.org,13,0,,3,0,0,0,0,1,0,1,11,1,3051,114546,1,100,0,1,0,1,0,1,1,0,1,0,1
80,bz8kx3qeslhyi.biz,22,0,,4,0,0,31,17,0,0,0,3,1,2631,118966,0,100,0,0,0,0,0,1,0,0,0,0,1
69,9w1wbpb.com,29,0,,3,2,0,67,0,0,0,0,4,1,2,23,1,57,0,0,0,2,0,0,1,0,1,0,1
14,xe8l5hr95ckefev.com,17,0,,2,0,0,0,0,0,0,0,5,1,1450,90659,1,17,0,1,0,0,0,1,0,1,0,0,1
14,f2bbgemfx1kj0b.com,21,0,,2,1,0,15,0,0,0,0,1,1,5635,23,1,0,0,0,0,0,0,0,0,0,0,0,1
50,q9jengh.info,35,0,,2,1,0,16,1,0,0,0,1,0,229,124222,1,0,1,0,0,9,0,1,1,0,0,0,0
41,2qf6ephjvjcavb.info,30,0,,2,0,0,41,0,0,0,0,5,1,2,175949,1,15,0,1,0,4,0,0,0,0,0,0,1
14,jlu8wn7.info,27,0,,2,2,0,8,0,0,0,0,5,1,1575,23,1,60,0,0,0,4,0,1,1,0,0,0,0
33,u86so.biz,11,0,,3,0,0,59,0,0,0,1,1,1,2,23,1,55,0,1,0,2,0,0,0,0,1,0,0
14,mvfvtedex.net,19,0,,2,0,0,14,9,0,0,0,1,1,3009,158175,1,43,1,1,2,2,0,0,1,0,0,0,1
54,xv8nczxtp5.com,10,0,,2,0,0,46,10,0,0,0,1,1,2269,23,1,0,1,0,3,0,0,0,1,1,0,0,1
111,834vux0azwnuix.org,19,0,,2,0,0,23,0,0,0,0,8,1,2770,23,0,19,0,0,1,7,0,1,1,0,0,0,0
14,h3b9uu9gcgqtb.xyz,41,0,,2,1,0,45,0,0,0,0,1,1,44,23,0,20,0,1,2,1,0,1,1,0,1,0,1
49,npqw9.biz,28,0,,2,1,0,75,2,0,0,0,5,0,2,23,1,80,1,1,0,8,0,0,0,0,0,0,1
49,chdff.info,15,0,,2,2,0,46,4,0,0,0,4,1,1525,2633,0,100,1,0,1,3,0,1,0,0,0,0,1
28,0dtb3dy2.org,23,0,,3,0,0,10,0,0,0,0,2,0,5177,123073,1,58,1,0,0,0,0,0,0,0,0,0,1
22,wn6yx.net,25,0,,2,0,0,49,0,0,0,0,1,1,6840,84490,1,12,1,1,0,0,0,0,1,0,0,0,1
23,b5999pgo8hs75.net,36,0,,3,1,0,22,9,0,0,0,4,1,2,262078,1,63,1,0,0,4,0,0,0,0,0,0,0
14,d4mmxijh9f.net,14,0,,2,0,0,30,2,0,0,0,6,1,4157,275749,1,0,1,1,0,4,0,1,1,1,0,0,0
14,1r3n6681x.net,25,0,,4,0,0,1,5,0,0,0,1,1,4361,122345,1,85,1,0,0,0,0,1,0,0,0,1,1
14,e4syidrfyd.biz,19,0,,2,2,0,0,0,0,0,0,7,0,3851,23,1,85,1,1,0,3,0,0,1,0,0,0,1
14,4lmvajy.biz,22,0,,3,0,0,18,0,0,0,0,5,1,2,23,1,6,1,1,1,5,0,1,0,0,0,0,1
60,yer8xom6hs.biz,17,0,,2,1,0,0,2,0,0,0,1,1,3551,48437,1,8,0,1,0,4,0,1,0,0,0,0,1
14,75qgo81.com,13,0,,2,1,0,0,1,0,0,0,1,1,9,117552,1,16,0,0,0,7,0,1,0,0,0,0,0
17,7bbe90m0a8yu.org,8,0,,3,2,0,2,12,0,0,0,1,1,1276,23,1,74,0,0,0,2,0,0,1,0,0,0,1
71,1jhde2b6q5.org,16,0,,2,0,0,42,0,0,0,0,1,1,2,96527,1,0,0,1,0,3,0,1,1,0,0,0,0
61,smpnsy3aey2y8.xyz,14,0,,2,1,0,15,5,0,0,0,7,1,1956,23,1,0,1,0,0,9,0,1,0,0,0,0,1
51,ipc92m.org,16,0,,2,0,0,16,6,0,0,0,2,1,2,23,1,59,1,0,2,0,0,0,0,0,0,0,0
72,2jkoq49t9vhp.xyz,16,0,,3,0,0,18,4,0,0,0,4,1,192,97088,1,98,0,1,1,0,1,0,0,0,1,0,1
124,bfm9k7g.org,26,0,,2,0,0,0,0,0,0,0,3,1,1914,23,1,84,1,1,3,0,0,1,0,1,0,1,0
31,0u1ra.info,23,0,,2,0,0,53,0,0,0,0,3,1,2,57152,0,35,0,1,1,2,0,1,0,0,1,0,0
55,4elyeedyow9.biz,17,0,,2,1,0,4,0,0,0,0,5,0,2,68060,1,100,0,0,1,1,0,0,1,0,0,0,1
30,q1c3e.com,11,0,,2,1,0,0,3,0,0,0,3,1,1403,23,1,100,1,1,0,0,0,1,0,0,1,0,1
28,yy2lzxb4kg.org,18,0,,2,0,0,0,3,0,0,0,1,1,2,23,1,10,1,0,1,10,0,0,0,0,1,0,0
14,4kszp.biz,15,0,,3,0,0,9,17,0,0,1,5,1,2,23,1,0,1,0,1,0,0,1,1,0,0,0,0
92,xwgnulxgfkiqj.xyz,36,0,,3,0,0,21,0,0,0,0,3,0,1739,23,1,53,1,0,2,0,0,1,0,1,1,1,0
41,47ujgan1o1wng.xyz,4,0,,2,1,0,13,10,0,0,0,9,1,1841,365399,1,66,1,0,0,0,0,1,0,0,1,0,0
86,r91mnpg8.com,20,0,,2,1,0,23,15,0,0,0,1,1,2,23,1,100,1,1,0,0,0,0,1,1,0,0,1
47,lr9y9q9g1wp.org,4,0,,2,1,0,27,0,0,0,0,3,1,2072,172001,1,78,1,0,0,0,0,0,0,1,0,0,1
14,gtamrkym1na29.xyz,24,0,,3,0,0,15,16,0,0,0,1,0,2,23,1,56,0,0,0,0,0,0,1,0,0,0,1
35,dhcqk6nizw7awyd.xyz,18,0,,2,0,0,13,3,0,0,0,1,0,1573,112818,1,23,1,0,0,2,0,0,1,0,0,0,0
56,naih4kr3shysh9.org,36,0,,2,0,0,47,0,0,0,0,1,1,2897,23,1,100,1,1,0,2,0,0,0,0,0,0,1
42,1gwolmug.xyz,15,0,,2,1,0,0,7,1,0,0,1,0,2,182168,0,0,0,0,0,0,0,1,0,0,0,0,1
14,7xfa0no9.xyz,18,0,,2,1,0,61,0,0,0,0,5,0,1691,23,1,100,1,1,3,0,0,1,0,0,0,0,1
35,ws4dr0m5qugzlxa.org,22,0,,2,0,0,61,7,0,0,0,1,1,2,441139,0,83,0,0,3,0,0,1,1,0,0,0,1
21,tyx1q57f5cm.org,12,0,,2,0,0,52,7,0,0,0,2,1,55,212557,1,9,1,1,0,0,0,0,1,1,0,0,0
21,2p5dv.com,13,0,,2,0,0,49,0,1,0,0,2,1,2,29298,1,45,1,0,3,3,1,0,1,0,1,0,1
14,roxxun.net,35,0,,2,0,0,54,0,0,0,0,4,1,114,2054,1,91,1,0,0,4,0,0,0,0,0,0,0
98,km335l0zop48qb0.xyz,20,0,,2,1,0,17,18,0,0,0,2,1,12,85799,1,31,1,1,1,0,0,1,1,0,0,0,1
68,ysl39aq68zoe7g.biz,22,0,,2,1,0,39,1,0,0,0,1,1,2560,283114,1,41,1,0,0,0,0,1,1,1,0,0,0
14,vw2hm7h5.org,13,0,,2,1,0,47,12,0,0,0,1,1,2,260505,1,86,0,0,0,0,0,0,0,0,1,0,1
27,uzycpnyg.org,25,0,,2,1,0,23,2,0,0,0,1,1,2,86858,1,13,1,1,1,8,1,0,1,0,0,0,1
78,9rv07c3.net,24,0,,3,0,0,38,9,0,0,0,5,1,2,139023,1,100,1,0,0,2,0,1,0,0,0,0,1
14,k8d8v0z.biz,25,0,,2,1,0,12,0,0,0,0,2,0,237,23,1,56,1,0,2,3,1,1,1,0,0,0,0
88,7bqs9ya3.net,30,0,,2,1,0,38,2,0,0,0,6,1,2,214555,1,0,1,0,0,2,0,1,0,0,0,0,1
47,3swmo254.xyz,11,0,,3,0,0,0,4,0,0,0,4,1,2,134452,1,100,1,0,0,0,0,1,0,0,0,0,1
51,2gy6wtqidhbg.info,8,0,,2,1,0,42,5,0,0,0,1,0,2,144240,1,16,1,0,0,1,0,0,1,0,1,0,1
29,un89xklmmqc.info,21,0,,3,0,0,0,0,0,0,0,1,0,2,349299,1,17,1,0,2,0,0,1,1,0,0,0,1
49,iw7niiroyf.biz,18,0,,2,1,0,29,3,0,0,0,5,1,1259,23,0,95,1,0,0,0,0,1,0,0,0,0,1
101,50gslx4bvwqzsm1.xyz,28,0,,2,1,0,8,0,0,0,0,1,1,2307,23,1,91,0,0,2,1,0,1,0,0,1,0,0
38,ut1fdryig8k6fi8.xyz,18,0,,2,1,0,55,0,0,0,0,1,1,3389,100474,1,100,0,1,0,0,0,1,0,0,0,0,1
14,k5onp.biz,20,0,,2,1,0,0,0,0,0,0,1,1,547,23,0,45,0,1,1,3,0,1,1,1,1,0,0
17,jp57xe0e47v.xyz,22,0,,2,0,0,26,5,1,0,0,3,1,580,23,1,53,1,0,0,8,0,1,0,0,0,0,1
70,jy8wxz6a8yw.xyz,24,0,,2,1,0,37,2,0,0,0,4,1,2348,195880,1,53,0,0,0,0,0,0,1,0,0,0,0
44,2a6lia175.net,23,0,,2,1,0,18,0,0,0,0,7,0,5158,23,1,40,1,1,0,0,0,1,0,0,0,0,1
43,k45i7u7jr6ottd.info,19,0,,3,0,0,0,5,0,0,0,1,1,5750,64636,1,59,1,0,2,1,0,1,1,0,0,0,1
16,hxj066x4v.xyz,33,0,,2,1,0,45,0,0,0,0,1,1,2,23,1,17,0,1,0,2,0,1,1,0,0,0,1
82,4j75ni5tseqg.xyz,14,0,,3,0,0,14,0,0,0,0,2,1,2,135623,1,100,0,0,0,0,0,0,0,0,0,0,1
39,ovz8c.biz,21,0,,2,0,0,3,0,0,0,0,3,1,3827,23,1,42,1,0,0,3,0,0,0,0,0,0,1
14,a2sqkahgbb6jko.com,24,0,,3,0,0,28,0,0,0,0,1,0,2,66041,0,82,1,1,0,5,0,1,1,0,0,0,1
14,cmiqud2phswshpk.info,13,0,,2,0,0,25,6,0,0,0,2,1,766,23,1,31,1,1,0,8,0,0,1,0,0,0,1
14,yci879mx.net,27,0,,2,0,0,46,0,0,0,0,1,1,2,69688,1,91,1,0,3,0,0,0,1,0,0,0,1
48,sxiycc4jijib.biz,26,0,,2,0,0,5,9,0,0,0,5,1,1959,608594,1,54,0,0,0,6,0,0,0,0,0,0,1
14,e0roh6prtk.xyz,38,0,,3,1,0,0,0,0,0,0,2,1,2,23,0,100,0,1,0,2,0,1,0,0,0,0,1
14,kqe7pj3.org,31,0,,2,1,0,49,3,0,0,0,5,0,2,23,1,51,0,1,0,5,0,0,0,1,0,0,0
14,j227geqszn6yh.xyz,24,0,,2,1,0,0,1,1,0,0,1,1,2,355269,1,0,0,1,0,3,0,0,0,0,1,0,1
30,4ax92wc.info,11,0,,2,0,0,6,0,0,0,0,3,1,2,58051,1,66,0,0,0,2,0,0,1,0,0,0,1
55,cvfd3k.com,18,0,,3,2,0,49,6,0,0,0,1,0,2,235320,1,100,0,1,2,0,0,0,1,0,1,0,1
14,qmiojbw.com,36,0,,2,0,0,0,0,0,0,0,3,0,6649,23,1,63,1,0,0,2,0,1,1,1,1,0,1
33,3tnonkvwv7.com,26,0,,2,1,0,62,0,0,0,0,2,1,1844,102715,0,10,1,1,0,4,1,1,0,0,0,0,1
65,kgjt5895s.biz,37,0,,2,2,0,45,9,1,0,0,1,1,2,23,1,0,1,1,0,3,0,1,0,0,1,0,1
14,pb1ix.info,18,0,,2,0,0,11,1,1,0,0,1,1,2,23,1,59,1,0,2,0,0,0,1,0,0,0,0
15,hi84r5cgmmd3.net,35,0,,2,1,0,46,13,0,0,0,6,1,688,342616,1,65,0,1,0,7,0,0,0,0,0,0,0
41,ukv7697ywv9xv.net,18,0,,3,0,0,0,7,0,0,0,3,1,2,41025,1,21,1,1,0,7,0,0,0,0,1,0,0
14,6ow0i1.xyz,34,0,,2,1,0,0,0,0,0,0,2,0,3813,23,1,0,1,0,2,0,0,0,0,0,1,0,0
14,9ayvp5gd2d0c.xyz,10,0,,2,1,0,35,0,0,0,0,5,1,4413,303093,0,0,1,1,0,8,0,1,0,0,0,0,0
31,ozs7ro.biz,21,0,,3,1,0,37,2,0,0,1,1,0,6324,56864,1,51,1,1,0,0,0,1,1,0,0,0,1
41,smdk3.info,18,0,,2,2,0,10,0,0,0,0,1,0,2,23,1,100,0,0,0,0,0,0,1,0,0,0,0
54,4dckqocsmh.xyz,27,0,,2,1,0,38,5,1,0,0,4,1,2,23,1,53,1,0,0,0,0,1,1,0,1,0,0
35,vn0i44hv7b.info,22,0,,3,1,0,38,2,0,0,0,6,1,1747,23,1,69,1,1,1,0,0,0,0,0,0,0,1
35,yzssfqtae2r79un.biz,28,0,,2,1,0,21,4,0,0,0,8,0,2,23,1,100,0,0,3,0,0,0,0,0,1,0,0
43,2icn486ycsbh.biz,23,0,,2,1,0,71,3,0,0,0,5,1,2,204970,1,100,1,1,0,2,0,0,0,0,1,0,0
14,5nk3x6klx.com,19,0,,2,1,0,27,0,0,0,0,4,1,3371,66328,1,7,1,0,0,11,0,0,0,0,0,0,0
14,r020pwa4vwp.net,40,0,,3,0,0,41,0,0,0,0,1,1,2,23,1,51,1,1,3,1,0,1,1,0,0,0,1
14,npjpz5qvg0175p.biz,31,0,,2,1,0,50,7,0,0,0,5,1,2993,19162,1,0,1,0,0,2,0,1,1,0,0,0,0
18,uwe2w1sne42uwoo.net,17,0,,3,2,0,2,5,0,0,0,5,0,3164,23,1,100,1,1,1,4,0,1,0,0,0,0,0
14,p1jf4.org,34,0,,3,1,0,0,0,0,0,0,6,0,2,346824,1,50,1,0,2,0,0,0,1,0,0,0,1
14,8mo34z8togwy.com,12,0,,3,1,0,0,0,0,0,0,1,1,3321,80172,0,22,1,1,1,0,0,1,0,0,1,0,1
70,x5qbv32lqt9.org,23,0,,2,0,0,63,1,0,0,0,1,1,2,23,1,92,0,1,2,5,0,0,0,0,0,0,0
14,nyhewo.net,20,0,,2,0,0,0,6,0,0,0,1,1,4876,46024,1,0,1,1,0,2,0,1,0,1,0,0,0
22,y5fu5qely7il86z.org,18,0,,2,1,0,18,0,0,0,0,2,1,7491,23,1,83,0,0,0,6,0,1,1,0,1,0,0
54,4r3gr.net,27,0,,2,1,0,34,0,1,0,0,1,1,1740,23,1,3,0,0,0,0,0,0,0,0,1,0,1
49,7wuqrust.xyz,18,0,,2,1,0,0,4,1,0,0,5,1,8206,23,1,0,1,1,2,0,0,0,0,0,0,0,0
14,vcjgja70bmas.biz,21,0,,3,1,0,3,0,0,0,0,1,1,2440,23,0,96,1,0,0,0,0,0,0,1,0,0,0
14,u6lkdcgrxnd1w86.xyz,37,0,,2,0,0,31,0,0,0,0,1,1,2856,23,1,0,0,0,0,0,0,1,1,0,0,0,1
32,xvvbink.com,35,0,,3,0,0,36,0,0,0,0,1,1,4115,23,1,55,0,0,1,0,0,0,0,0,0,0,1
14,ih5ffny.org,31,0,,2,0,0,0,3,1,0,0,1,0,4328,65109,1,22,1,1,3,8,0,0,1,1,0,0,0
30,fr93y98d4av.org,12,0,,2,0,0,59,0,0,0,0,1,1,683,23,1,95,0,1,0,15,0,1,0,0,0,0,0
14,6dy4fe.info,24,0,,3,0,0,1,0,0,0,0,2,1,1968,23,1,73,1,0,0,0,0,0,0,1,0,0,0
49,2nacboypuuo.com,15,0,,3,0,0,0,0,0,0,0,2,0,2,77975,0,74,0,1,1,2,0,1,1,0,0,0,0
14,2f2kf.biz,21,0,,3,3,0,57,13,0,0,0,2,1,3628,23,1,0,1,0,0,0,0,1,0,0,1,0,0
27,ww79m.xyz,8,0,,3,1,0,51,5,0,0,0,1,1,1958,23,1,0,0,0,0,2,0,0,1,0,0,0,1
44,lo2dz.info,34,0,,2,1,0,13,7,0,0,0,1,1,2,146167,1,29,1,1,0,0,0,1,1,0,1,0,0
44,xjrhv4jzpa9.xyz,19,0,,3,1,0,67,0,0,0,0,1,1,2,110668,1,69,0,0,3,0,0,1,0,0,0,0,1
116,i9gyz5d25b3gun.net,11,0,,3,1,0,0,9,0,0,0,3,1,1644,327338,1,70,0,0,1,3,0,1,0,0,1,0,1
27,bvrqk62hmu6j.xyz,18,0,,2,0,0,41,1,0,0,0,1,1,6485,404204,0,30,1,1,0,0,0,0,0,0,0,0,1
39,rt1pyzt8triw2.xyz,22,0,,3,1,0,2,14,0,0,0,1,1,249,23,1,24,0,1,0,4,0,1,0,0,1,0,1
31,qiyd75.xyz,27,0,,2,1,0,38,4,0,0,0,2,1,119,148268,1,15,1,1,0,2,0,1,0,0,0,0,0
99,mw80g4j1l.info,26,0,,2,1,0,0,0,0,0,0,3,0,914,23,1,100,0,1,0,5,0,1,0,1,1,0,1
69,lot3p7r.org,27,0,,2,1,0,26,3,0,0,0,1,1,3975,23,1,100,1,0,0,0,0,1,1,0,0,0,1
100,hjbnx.org,37,0,,2,1,0,68,7,0,0,0,1,1,175,23,0,26,0,1,0,7,1,1,0,1,0,0,1
15,z3wfs6.org,15,0,,2,0,0,3,0,0,0,0,4,1,2,145872,1,93,1,0,0,10,0,0,0,1,1,0,0
40,mmt1fpciboqva.org,13,0,,3,0,0,68,0,0,0,0,5,1,2,23,1,94,1,0,0,0,0,1,0,0,0,0,1
36,rm7tsgm5f8890fe.org,32,0,,2,2,0,15,1,0,0,0,2,1,2,179334,1,82,0,0,0,0,0,0,1,0,1,0,1
14,uj594c2m.net,11,0,,2,1,0,16,0,0,0,0,1,1,900,25666,0,39,1,0,0,0,0,0,0,1,0,0,0
46,anft478k6t5ce9h.net,28,0,,2,1,0,0,7,0,0,0,2,0,1425,143797,1,7,1,0,0,2,0,1,1,0,1,0,0
14,pu1qg4pold8897.biz,7,0,,2,0,0,30,3,0,0,0,1,1,2,146590,1,24,0,1,0,2,0,1,1,0,0,0,0
70,cccchve9krs.net,11,0,,3,1,0,52,0,0,0,0,5,0,2,23,1,100,1,0,0,2,0,0,1,0,0,0,0
27,u1ok6t.info,19,0,,2,1,0,29,0,0,0,0,1,1,7475,23,1,18,1,0,0,0,0,0,0,1,0,0,1
14,vib279.biz,40,0,,3,1,0,56,1,0,0,0,1,0,2,198238,1,45,1,1,1,0,0,1,0,0,0,0,1
16,bk7p04h.org,27,0,,2,0,0,29,7,0,0,0,1,0,931,23,1,66,1,0,1,5,0,0,1,0,0,0,0
36,wrjdl8rb.biz,15,0,,2,2,0,59,4,0,0,1,5,1,5652,245849,1,55,0,0,3,8,0,0,1,0,1,0,0
94,mz84qqzvbf23p.org,19,0,,3,0,0,49,0,0,0,0,6,1,783,150880,1,42,0,0,0,0,0,0,0,0,1,0,0
64,uuw449ute4.net,20,0,,3,1,0,22,8,0,0,0,1,1,1315,179319,1,34,0,0,0,0,0,1,0,1,0,0,1
38,o9qekpz3cln.info,20,0,,3,0,0,0,1,0,0,0,1,1,2,106672,1,23,1,0,3,2,0,1,1,0,0,0,1
64,zcs7k.info,18,0,,2,0,0,28,8,0,0,0,2,1,2,23,1,73,0,0,1,0,0,1,0,1,1,0,1
40,4wm6qzqje8hlid9.org,28,0,,2,1,0,1,7,0,0,0,3,1,180,32977,1,0,1,0,0,0,0,0,0,1,0,0,1
14,vxwx7s9grw3t9qn.org,9,0,,2,2,0,16,4,0,0,0,1,0,395,23,1,0,0,0,3,11,0,0,0,0,0,0,0
48,7m8oq1i.net,25,0,,3,0,0,8,0,0,0,0,4,1,1310,266463,1,0,1,0,0,8,0,1,0,0,0,0,0
64,pfzrc038lvp0m.org,20,0,,2,1,0,33,6,0,0,0,1,0,1792,14068,1,52,1,0,0,1,0,0,0,0,0,0,0
138,1jqfhv4lmmyei.info,5,0,,3,1,0,0,0,0,0,0,3,1,2,23,0,100,1,0,0,7,0,0,0,1,0,0,1
45,hdfhjtm1p.info,31,0,,2,0,0,0,10,0,0,0,3,1,2,53153,1,26,1,0,0,6,0,1,1,0,1,0,1
18,ljp7tx2.xyz,14,0,,2,1,0,16,0,1,0,1,7,1,230,23,1,30,0,1,0,1,0,0,1,1,0,0,1
66,k4ohygbcpp.com,14,0,,2,0,0,47,0,0,0,0,1,1,70,108595,0,83,0,0,0,0,0,0,0,0,0,0,1
58,6un95cl7.net,11,0,,2,1,0,9,0,0,0,0,1,0,1529,252565,1,42,0,0,0,5,0,1,1,1,0,0,0
88,asow0h6lkvi.com,26,0,,2,1,0,16,3,0,0,0,5,1,2,230833,1,67,0,0,0,2,0,0,0,0,0,0,0
60,gvq5xrgjw.biz,22,0,,3,1,0,19,0,0,0,0,3,1,2934,23,1,0,1,1,0,0,0,1,0,0,0,0,1
14,497ylne5alqc1g.biz,24,0,,2,0,0,63,6,0,0,0,5,1,2,230807,0,73,1,1,1,3,0,1,0,0,0,0,1
32,q9i3iis3s27mu.biz,20,0,,2,1,0,0,2,1,0,0,3,1,1864,192709,1,9,1,0,0,0,0,1,0,0,0,0,0
78,p1bv6r7rwyuf93f.com,16,0,,2,1,0,19,14,0,0,0,2,1,2,23,1,24,1,1,0,0,0,0,1,0,1,0,0
92,6cz9f.org,12,0,,2,1,0,0,7,0,0,0,2,1,968,155798,0,58,1,1,4,0,0,1,0,0,0,0,0
14,u6syj.xyz,32,0,,3,1,0,31,3,0,0,0,1,0,38,54916,1,92,0,0,0,3,0,0,0,0,0,0,1
27,8n6h3n6.net,9,0,,2,0,0,15,10,0,0,0,1,1,2,23,1,75,1,0,1,0,0,1,1,0,0,0,0
57,csgbttnaio.biz,20,0,,3,1,0,21,0,0,0,0,1,1,927,212721,1,21,1,1,4,7,0,0,1,0,0,0,0
21,xh4v5j6mkv0b.net,18,0,,2,2,0,17,9,0,0,0,4,1,2,23,1,100,1,0,0,0,0,1,1,0,0,0,1
26,jspr1dv.org,27,0,,2,0,0,6,0,0,0,0,1,1,2,46099,1,100,0,0,2,2,0,0,0,0,1,0,1
65,olndbdtx.org,12,0,,3,1,0,15,7,0,0,0,1,1,8633,23,1,84,1,1,0,4,0,0,0,0,0,0,1
69,q6musztr.org,38,0,,2,2,0,43,9,0,0,0,1,1,4822,190116,1,59,1,1,1,0,0,1,0,0,0,0,1
73,vv5to882ygn.info,28,0,,3,1,0,0,19,0,0,0,4,1,2,100147,1,0,1,0,0,4,0,0,0,0,0,0,1
52,f6nkswx.com,22,0,,2,1,0,0,14,0,0,0,3,0,2,23,1,48,1,1,4,5,0,1,1,0,0,0,1
